Ship Name                     ,Hull No.    ,Record Group,Series NAID ,Record Entry,Container           ,StartDate ,EndDate   ,Nara URL                                          ,#Images     ,Document URL
Paricutin                     ,"AE-18       ",24          ,594258      ,A1 118      ,3233                ,1963-03-01,1963-03-31,https://catalog.archives.gov/id/66366635          ,64          ,https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-024/594258/0015/Paricutin-AE-18-1963-03/Paricutin-AE-18-1963-03.pdf
Paricutin                     ,"AE-18       ",24          ,594258      ,A1 118      ,3234                ,1964-02-01,1964-02-29,https://catalog.archives.gov/id/66367290          ,64          ,https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-024/594258/0015/Paricutin-AE-18-1964-02/Paricutin-AE-18-1964-02.pdf
Orleans Parish                ,"MCS-6       ",24          ,594258      ,A1 118      ,3184                ,1962-07-01,1962-07-31,https://catalog.archives.gov/id/66362901          ,64          ,https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-024/594258/0015/Orleans-Parish-MCS-6-1962-07/Orleans-Parish-MCS-6-1962-07.pdf
Paricutin                     ,"AE-18       ",24          ,594258      ,A1 118      ,3188                ,1970-05-01,1970-05-31,https://catalog.archives.gov/id/66369080          ,64          ,https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-024/594258/0015/Paricutin-AE-18-1970-05/Paricutin-AE-18-1970-05.pdf
Paricutin                     ,"AE-18       ",24          ,594258      ,A1 118      ,3234                ,1964-04-01,1964-04-30,https://catalog.archives.gov/id/66367440          ,64          ,https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-024/594258/0015/Paricutin-AE-18-1964-04/Paricutin-AE-18-1964-04.pdf
Pyro                          ,"AE-24       ",24          ,594258      ,A1 118      ,3560                ,1965-04-01,1965-04-30,https://catalog.archives.gov/id/66370495          ,64          ,https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-024/594258/0015/Pyro-AE-24-1965-04/Pyro-AE-24-1965-04.pdf
Pyro                          ,"AE-24       ",24          ,594258      ,A1 118      ,3560                ,1965-07-01,1965-07-31,https://catalog.archives.gov/id/66370695          ,64          ,https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-024/594258/0015/Pyro-AE-24-1965-07/Pyro-AE-24-1965-07.pdf
Rainier                       ,"AE-5        ",24          ,594258      ,A1 118      ,3577                ,1961-03-01,1961-03-31,https://catalog.archives.gov/id/66371356          ,64          ,https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-024/594258/0015/Rainier-AE-5-1961-03/Rainier-AE-5-1961-03.pdf
Rainier                       ,"AE-5        ",24          ,594258      ,A1 118      ,3577                ,1961-04-01,1961-04-30,https://catalog.archives.gov/id/66371422          ,64          ,https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-024/594258/0015/Rainier-AE-5-1961-04/Rainier-AE-5-1961-04.pdf
Rainier                       ,"AE-5        ",24          ,594258      ,A1 118      ,3578                ,1961-12-01,1961-12-31,https://catalog.archives.gov/id/66371965          ,64          ,https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-024/594258/0015/Rainier-AE-5-1961-12/Rainier-AE-5-1961-12.pdf
Rainier                       ,"AE-5        ",24          ,594258      ,A1 118      ,3578                ,1962-05-01,1962-05-31,https://catalog.archives.gov/id/66372299          ,64          ,https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-024/594258/0015/Rainier-AE-5-1962-05/Rainier-AE-5-1962-05.pdf
Beale                         ,"DD-471      ",24          ,594258      ,A1 118      ,353                 ,1965-03-01,1965-03-31,https://catalog.archives.gov/id/70159587          ,34          ,https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-024/594258/0016/Beale-DD-471-1965-03/Beale-DD-471-1965-03.pdf
Berkeley                      ,"DDG-15      ",24          ,594258      ,A1 118      ,370                 ,1965-11-01,1965-11-30,https://catalog.archives.gov/id/70161340          ,44          ,https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-024/594258/0016/berkeley-ddg-15-1965-11/berkeley-ddg-15-1965-11.pdf
Bell                          ,"DD-587      ",24          ,594258      ,A1 118      ,941                 ,1946-05-01,1946-05-31,https://catalog.archives.gov/id/70161143          ,64          ,https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-024/594258/0016/Bell-DD-587-1946-05/Bell-DD-587-1946-05.pdf
Black Hawk                    ,"AD-9        ",24          ,594258      ,A1 118      ,1059                ,1943-04-01,1943-04-30,https://catalog.archives.gov/id/70161804          ,64          ,https://catalog.archives.gov/catalogmedia/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1943-04/Black-Hawk-AD-9-1943-04.pdf
